id,stripe_id,consumed,good_until,charged_at,price_id,subscriber_id,do_not_renew,notify_via_email,notify_via_push,notify_via_sms,status,was_trial,paid_until,subscriber_since,amount_paid_in_cents,application_fee_in_cents,days_in_subscription
30,,-1,,,11,2,f,t,t,t,6,f,,,0,0,0
31,,-1,,,4,2,f,t,t,t,6,f,,,0,0,0
32,,-1,,,4,2,f,t,t,t,6,f,,,0,0,0
33,,-1,,,5,23,f,t,t,t,6,f,,,0,0,0
6088,,-1,,,131,4246,f,t,t,t,6,f,,,0,0,0
1719,,-1,,,21,1170,f,t,t,t,6,f,,,0,0,0
35,,-1,,,4,24,f,t,t,t,6,f,,,0,0,0
1151,sub_1Ju15EJMuPhqEMciA3NqdMv9,-1,2022-01-16 14:38:20-06,,21,892,t,t,t,t,7,t,2021-11-16 16:38:20-06,,0,0,31
2244,sub_1JzrMAJMuPhqEMci8nZNkuav,-1,2021-12-28 17:27:57-06,,15,213,f,t,t,t,7,t,2021-11-28 19:27:57-06,,0,0,30
78,,-1,,,2,2,f,t,t,t,6,f,,,0,0,0
79,,-1,,,12,2,f,t,t,t,6,f,,,0,0,0
1976,,-1,,,15,1325,f,t,t,t,6,f,,,0,0,0
1700,sub_1JwKGbJMuPhqEMcipEiw8e7i,-1,2022-01-22 23:31:37-06,,21,1164,t,t,t,t,7,t,2021-11-24 14:39:28-06,,0,0,31
80,,-1,,,4,2,f,t,t,t,6,f,,,0,0,0
40,,-1,,,12,28,f,t,t,t,6,f,,,0,0,0
41,,-1,,,12,28,f,t,t,t,6,f,,,0,0,0
42,,-1,,,12,28,f,t,t,t,6,f,,,0,0,0
43,,-1,,,12,28,f,t,t,t,6,f,,,0,0,0
44,,-1,,,12,2,f,t,t,t,6,f,,,0,0,0
45,,-1,,,12,28,f,t,t,t,6,f,,,0,0,0
46,,-1,,,4,30,f,t,t,t,6,f,,,0,0,0
47,,-1,,,11,27,f,t,t,t,6,f,,,0,0,0
48,,-1,,,4,30,f,t,t,t,6,f,,,0,0,0
49,,-1,,,2,30,f,t,t,t,6,f,,,0,0,0
50,,-1,,,11,2,f,t,t,t,6,f,,,0,0,0
51,,-1,,,11,2,f,t,t,t,6,f,,,0,0,0
52,,-1,,,11,20,f,t,t,t,6,f,,,0,0,0
53,,-1,,,12,2,f,t,t,t,6,f,,,0,0,0
54,,-1,,,11,27,f,t,t,t,6,f,,,0,0,0
55,,-1,,,12,2,f,t,t,t,6,f,,,0,0,0
56,,-1,,,12,6,f,t,t,t,6,f,,,0,0,0
1965,,-1,,,24,1320,f,t,t,t,6,f,,,0,0,0
1739,,-1,,,21,1179,f,t,t,t,6,f,,,0,0,0
58,,-1,,,5,32,f,t,t,t,6,f,,,0,0,0
59,,-1,,,11,6,f,t,t,t,6,f,,,0,0,0
60,,-1,,,11,6,f,t,t,t,6,f,,,0,0,0
61,,-1,,,5,2,f,t,t,t,6,f,,,0,0,0
62,,-1,,,5,2,f,t,t,t,6,f,,,0,0,0
1342,sub_1JuND0JMuPhqEMci6zY589bv,-1,2022-01-17 14:15:50-06,,21,1006,t,f,t,f,7,t,2021-11-17 16:15:50-06,,0,0,31
1795,,-1,,,15,1112,f,t,t,t,6,f,,,0,0,0
1815,,-1,,,21,1234,f,t,t,t,6,f,,,0,0,0
65,,-1,,,5,2,f,t,t,t,6,f,,,0,0,0
1831,,-1,,,21,1242,f,t,t,t,6,f,,,0,0,0
1848,,-1,,,21,1258,f,t,t,t,6,f,,,0,0,0
67,,-1,,,3,2,f,t,t,t,6,f,,,0,0,0
68,,-1,,,1,2,f,t,t,t,6,f,,,0,0,0
69,,-1,,,1,35,f,t,t,t,6,f,,,0,0,0
70,,-1,,,5,2,f,t,t,t,6,f,,,0,0,0
71,,-1,,,11,36,f,t,t,t,6,f,,,0,0,0
72,,-1,,,2,2,f,t,t,t,6,f,,,0,0,0
1555,sub_1JvRRWJMuPhqEMcimUiQLKqC,-1,2021-12-20 12:59:14-06,,21,1104,f,t,t,t,7,t,2021-11-20 14:59:14-06,,0,0,30
74,,-1,,,12,2,f,t,t,t,6,f,,,0,0,0
81,,-1,,,5,2,f,t,t,t,6,f,,,0,0,0
82,,-1,,,2,2,f,t,t,t,6,f,,,0,0,0
83,,-1,,,2,2,f,t,t,t,6,f,,,0,0,0
84,,-1,,,2,2,f,t,t,t,6,f,,,0,0,0
85,,-1,,,13,19,f,t,t,t,6,f,,,0,0,0
86,,-1,,,13,2,f,t,t,t,6,f,,,0,0,0
87,,-1,,,13,8,f,t,t,t,6,f,,,0,0,0
1881,,-1,,,5,1246,f,t,t,t,6,f,,,0,0,0
1910,,-1,,,5,1284,f,t,t,t,6,f,,,0,0,0
1928,,-1,,,2,1295,f,t,t,t,6,f,,,0,0,0
90,,-1,,,2,41,f,t,t,t,6,f,,,0,0,0
91,,-1,,,4,43,f,t,t,t,6,f,,,0,0,0
1953,,-1,,,12,137,f,t,t,t,6,f,,,0,0,0
93,,-1,,,4,44,f,t,t,t,6,f,,,0,0,0
94,,-1,,,4,48,f,t,t,t,6,f,,,0,0,0
2318,,-1,,,5,555,f,t,t,t,6,f,,,0,0,0
96,,-1,,,4,50,f,t,t,t,6,f,,,0,0,0
2333,,-1,,,26,1529,f,t,t,t,6,f,,,0,0,0
2347,,-1,,,26,1483,f,t,t,t,6,f,,,0,0,0
1994,,-1,,,21,2,f,t,t,t,6,f,,,0,0,0
2006,,-1,,,5,2,f,t,t,t,6,f,,,0,0,0
2016,,-1,,,18,137,f,t,t,t,6,f,,,0,0,0
101,,-1,,,4,59,f,t,t,t,6,f,,,0,0,0
2377,,-1,,,4,1547,f,t,t,t,6,f,,,0,0,0
104,,-1,,,3,8,f,t,t,t,6,f,,,0,0,0
1627,,-1,,,18,137,f,t,t,t,6,f,,,0,0,0
1645,,-1,,,3,9,f,t,t,t,6,f,,,0,0,0
1664,,-1,,,3,1136,f,t,t,t,6,f,,,0,0,0
1682,,-1,,,5,376,f,t,t,t,6,f,,,0,0,0
156,,-1,,,12,28,f,t,t,t,6,f,,,0,0,0
1701,,-1,,,21,1162,f,t,t,t,6,f,,,0,0,0
2007,,-1,,,21,2,f,t,t,t,6,f,,,0,0,0
6015,,-1,,,15,3115,f,t,t,t,6,f,,,0,0,0
2156,,-1,,,15,4,f,t,t,t,6,f,,,0,0,0
4193,,-1,,,131,2434,f,t,t,t,6,f,,,0,0,0
1894,,-1,,,5,1276,f,t,t,t,6,f,,,0,0,0
2357,,-1,,,5,1542,f,t,t,t,6,f,,,0,0,0
110,,-1,,,5,17,f,t,t,t,6,f,,,0,0,0
157,,-1,,,12,28,f,t,t,t,6,f,,,0,0,0
111,,-1,,,5,17,f,t,t,t,6,f,,,0,0,0
112,,-1,,,5,17,f,t,t,t,6,f,,,0,0,0
113,,-1,,,5,17,f,t,t,t,6,f,,,0,0,0
1911,,-1,,,12,1285,f,t,t,t,6,f,,,0,0,0
1929,,-1,,,24,1297,f,t,t,t,6,f,,,0,0,0
115,,-1,,,4,73,f,t,t,t,6,f,,,0,0,0
6056,,-1,,,131,4222,f,t,t,t,6,f,,,0,0,0
2017,,-1,,,12,1318,f,t,t,t,6,f,,,0,0,0
158,,-1,,,12,28,f,t,t,t,6,f,,,0,0,0
1740,,-1,,,21,1179,f,t,t,t,6,f,,,0,0,0
1758,,-1,,,21,1193,f,t,t,t,6,f,,,0,0,0
1777,,-1,,,5,1211,f,t,t,t,6,f,,,0,0,0
1796,,-1,,,15,690,f,t,t,t,6,f,,,0,0,0
119,,-1,,,3,63,f,t,t,t,6,f,,,0,0,0
121,,-1,,,4,48,f,t,t,t,6,f,,,0,0,0
123,,-1,,,4,80,f,t,t,t,6,f,,,0,0,0
1954,,-1,,,13,137,f,t,t,t,6,f,,,0,0,0
2205,,-1,,,13,3,f,t,t,t,6,f,,,0,0,0
2369,,-1,,,21,2,f,t,t,t,6,f,,,0,0,0
127,,-1,,,4,49,f,t,t,t,6,f,,,0,0,0
1816,sub_1Jwb06JMuPhqEMciwIqs2eiK,-1,2022-01-19 17:23:42-06,,15,1235,t,t,t,f,7,t,2021-11-19 19:23:42-06,,0,0,31
129,,-1,,,3,9,f,t,t,t,6,f,,,0,0,0
130,,-1,,,3,2,f,t,t,t,6,f,,,0,0,0
131,,-1,,,3,2,f,t,t,t,6,f,,,0,0,0
1665,sub_1Jw9fSJMuPhqEMci8uQZC6I3,-1,2022-01-22 12:12:34-06,,3,1141,t,f,t,f,7,t,2021-11-22 14:12:34-06,,0,0,31
1865,,-1,,,15,895,f,t,t,t,6,f,,,0,0,0
1882,,-1,,,5,1246,f,t,t,t,6,f,,,0,0,0
159,,-1,,,12,102,f,t,t,t,6,f,,,0,0,0
2231,,-1,,,5,1470,f,t,t,t,6,f,,,0,0,0
135,,-1,,,4,89,f,t,t,t,6,f,,,0,0,0
1776,sub_1JwVCJJMuPhqEMcizytvankT,-1,2022-01-23 11:11:55-06,,21,1210,t,t,t,t,7,t,2021-11-23 13:11:55-06,,0,0,31
137,,-1,,,3,93,f,t,t,t,6,f,,,0,0,0
138,,-1,,,3,93,f,t,t,t,6,f,,,0,0,0
139,,-1,,,3,93,f,t,t,t,6,f,,,0,0,0
1977,,-1,,,15,1327,f,t,t,t,6,f,,,0,0,0
140,,-1,,,4,91,f,t,t,t,6,f,,,0,0,0
141,,-1,,,4,91,f,t,t,t,6,f,,,0,0,0
160,,-1,,,12,102,f,t,t,t,6,f,,,0,0,0
1985,,-1,,,3,137,f,t,t,t,6,f,,,0,0,0
1995,,-1,,,5,2,f,t,t,t,6,f,,,0,0,0
1663,sub_1Jw9QuJMuPhqEMci8BWwtDHr,-1,2022-01-22 11:57:32-06,,3,125,t,t,t,t,7,t,2021-11-22 13:57:32-06,,0,0,31
2245,,-1,,,4,1479,f,t,t,t,6,f,,,0,0,0
2262,,-1,,,26,4,f,t,t,t,6,f,,,0,0,0
144,,-1,,,12,28,f,t,t,t,6,f,,,0,0,0
145,,-1,,,12,28,f,t,t,t,6,f,,,0,0,0
146,,-1,,,12,28,f,t,t,t,6,f,,,0,0,0
147,,-1,,,12,28,f,t,t,t,6,f,,,0,0,0
148,,-1,,,12,28,f,t,t,t,6,f,,,0,0,0
149,,-1,,,12,28,f,t,t,t,6,f,,,0,0,0
1849,sub_1Jwuy9JMuPhqEMci3BITuYka,-1,2022-01-24 14:43:01-06,,21,1258,t,t,t,t,7,t,2021-11-24 16:43:01-06,,0,0,31
2301,,-1,,,12,1505,f,t,t,t,6,f,,,0,0,0
1669,sub_1Jw9wQJMuPhqEMciCK9wblZT,-1,2021-12-22 12:30:05-06,,3,1136,f,t,t,t,7,t,2021-11-22 14:30:05-06,,0,0,30
2348,,-1,,,30,3,f,t,t,t,6,f,,,0,0,0
154,,-1,,,12,28,f,t,t,t,6,f,,,0,0,0
155,,-1,,,12,28,f,t,t,t,6,f,,,0,0,0
2319,,-1,,,27,1517,f,t,t,t,6,f,,,0,0,0
2334,,-1,,,26,1530,f,t,t,t,6,f,,,0,0,0
2378,,-1,,,4,2,f,t,t,t,6,f,,,0,0,0
163,,-1,,,4,100,f,t,t,t,6,f,,,0,0,0
164,,-1,,,3,105,f,t,t,t,6,f,,,0,0,0
2389,,-1,,,21,2,f,t,t,t,6,f,,,0,0,0
165,,-1,,,4,44,f,t,t,t,6,f,,,0,0,0
166,,-1,,,4,107,f,t,t,t,6,f,,,0,0,0
1757,sub_1JwS7FJMuPhqEMci9ep37xq2,-1,2022-01-23 07:54:29-06,,21,1162,t,t,t,t,7,t,2021-11-23 09:54:29-06,,0,0,31
168,,-1,,,4,108,f,t,t,t,6,f,,,0,0,0
1720,sub_1JwJeZJMuPhqEMciTGPg7evU,-1,2022-01-22 22:52:19-06,,21,1171,t,t,t,t,7,t,2021-11-23 00:52:19-06,,0,0,31
170,,-1,,,4,81,f,t,t,t,6,f,,,0,0,0
172,,-1,,,4,113,f,t,t,t,6,f,,,0,0,0
173,,-1,,,4,111,f,t,t,t,6,f,,,0,0,0
174,,-1,,,4,114,f,t,t,t,6,f,,,0,0,0
175,,-1,,,4,117,f,t,t,t,6,f,,,0,0,0
176,,-1,,,4,118,f,t,t,t,6,f,,,0,0,0
177,,-1,,,4,118,f,t,t,t,6,f,,,0,0,0
178,,-1,,,3,9,f,t,t,t,6,f,,,0,0,0
179,,-1,,,4,47,f,t,t,t,6,f,,,0,0,0
181,,-1,,,13,8,f,t,t,t,6,f,,,0,0,0
182,,-1,,,3,125,f,t,t,t,6,f,,,0,0,0
183,,-1,,,13,8,f,t,t,t,6,f,,,0,0,0
184,,-1,,,13,18,f,t,t,t,6,f,,,0,0,0
185,,-1,,,3,119,f,t,t,t,6,f,,,0,0,0
186,,-1,,,13,120,f,t,t,t,6,f,,,0,0,0
187,,-1,,,11,20,f,t,t,t,6,f,,,0,0,0
188,,-1,,,3,124,f,t,t,t,6,f,,,0,0,0
189,,-1,,,13,121,f,t,t,t,6,f,,,0,0,0
190,,-1,,,11,20,f,t,t,t,6,f,,,0,0,0
191,,-1,,,11,20,f,t,t,t,6,f,,,0,0,0
192,,-1,,,11,20,f,t,t,t,6,f,,,0,0,0
194,,-1,,,3,132,f,t,t,t,6,f,,,0,0,0
195,,-1,,,3,9,f,t,t,t,6,f,,,0,0,0
196,,-1,,,3,134,f,t,t,t,6,f,,,0,0,0
197,,-1,,,3,133,f,t,t,t,6,f,,,0,0,0
198,,-1,,,3,134,f,t,t,t,6,f,,,0,0,0
199,,-1,,,3,135,f,t,t,t,6,f,,,0,0,0
200,,-1,,,3,136,f,t,t,t,6,f,,,0,0,0
201,,-1,,,4,44,f,t,t,t,6,f,,,0,0,0
202,,-1,,,3,135,f,t,t,t,6,f,,,0,0,0
2157,,-1,,,2,2,f,t,t,t,6,f,,,0,0,0
1628,,-1,,,13,137,f,t,t,t,6,f,,,0,0,0
204,,-1,,,4,89,f,t,t,t,6,f,,,0,0,0
205,,-1,,,4,89,f,t,t,t,6,f,,,0,0,0
206,,-1,,,4,145,f,t,t,t,6,f,,,0,0,0
207,,-1,,,4,146,f,t,t,t,6,f,,,0,0,0
208,,-1,,,4,148,f,t,t,t,6,f,,,0,0,0
209,,-1,,,4,144,f,t,t,t,6,f,,,0,0,0
210,,-1,,,4,150,f,t,t,t,6,f,,,0,0,0
211,,-1,,,4,153,f,t,t,t,6,f,,,0,0,0
212,,-1,,,3,9,f,t,t,t,6,f,,,0,0,0
213,,-1,,,4,148,f,t,t,t,6,f,,,0,0,0
1646,,-1,,,3,1127,f,t,t,t,6,f,,,0,0,0
215,,-1,,,4,49,f,t,t,t,6,f,,,0,0,0
216,,-1,,,3,152,f,t,t,t,6,f,,,0,0,0
2184,,-1,,,3,1449,f,t,t,t,6,f,,,0,0,0
217,,-1,,,2,7,f,t,t,t,6,f,,,0,0,0
218,,-1,,,3,161,f,t,t,t,6,f,,,0,0,0
219,,-1,,,4,162,f,t,t,t,6,f,,,0,0,0
220,,-1,,,4,49,f,t,t,t,6,f,,,0,0,0
1683,,-1,,,15,2,f,t,t,t,6,f,,,0,0,0
222,,-1,,,4,164,f,t,t,t,6,f,,,0,0,0
2206,,-1,,,15,3,f,t,t,t,6,f,,,0,0,0
223,,-1,,,4,170,f,t,t,t,6,f,,,0,0,0
224,,-1,,,2,7,f,t,t,t,6,f,,,0,0,0
225,,-1,,,4,49,f,t,t,t,6,f,,,0,0,0
226,,-1,,,4,168,f,t,t,t,6,f,,,0,0,0
227,,-1,,,4,167,f,t,t,t,6,f,,,0,0,0
2232,,-1,,,5,310,f,t,t,t,6,f,,,0,0,0
2246,,-1,,,4,1479,f,t,t,t,6,f,,,0,0,0
229,,-1,,,4,174,f,t,t,t,6,f,,,0,0,0
230,,-1,,,2,6,f,t,t,t,6,f,,,0,0,0
231,,-1,,,4,80,f,t,t,t,6,f,,,0,0,0
2263,,-1,,,13,3,f,t,t,t,6,f,,,0,0,0
2283,,-1,,,4,525,f,t,t,t,6,f,,,0,0,0
233,,-1,,,4,144,f,t,t,t,6,f,,,0,0,0
234,,-1,,,4,153,f,t,t,t,6,f,,,0,0,0
2302,,-1,,,4,531,f,t,t,t,6,f,,,0,0,0
282,,-1,,,15,194,f,t,t,t,6,f,,,0,0,0
1833,,-1,,,21,1244,f,t,t,t,6,f,,,0,0,0
2320,,-1,,,27,1518,f,t,t,t,6,f,,,0,0,0
237,,-1,,,4,178,f,t,t,t,6,f,,,0,0,0
2335,,-1,,,3,1532,f,t,t,t,6,f,,,0,0,0
238,,-1,,,4,48,f,t,t,t,6,f,,,0,0,0
239,,-1,,,4,181,f,t,t,t,6,f,,,0,0,0
240,,-1,,,4,2,f,t,t,t,6,f,,,0,0,0
2349,,-1,,,3,3,f,t,t,t,6,f,,,0,0,0
242,,-1,,,3,3,f,t,t,t,6,f,,,0,0,0
2358,,-1,,,26,1543,f,t,t,t,6,f,,,0,0,0
243,,-1,,,3,9,f,t,t,t,6,f,,,0,0,0
244,,-1,,,3,6,f,t,t,t,6,f,,,0,0,0
245,,-1,,,3,2,f,t,t,t,6,f,,,0,0,0
246,,-1,,,3,2,f,t,t,t,6,f,,,0,0,0
247,,-1,,,12,28,f,t,t,t,6,f,,,0,0,0
248,,-1,,,12,28,f,t,t,t,6,f,,,0,0,0
249,,-1,,,12,28,f,t,t,t,6,f,,,0,0,0
250,,-1,,,13,184,f,t,t,t,6,f,,,0,0,0
251,,-1,,,12,185,f,t,t,t,6,f,,,0,0,0
252,,-1,,,2,7,f,t,t,t,6,f,,,0,0,0
253,,-1,,,2,186,f,t,t,t,6,f,,,0,0,0
254,,-1,,,3,8,f,t,t,t,6,f,,,0,0,0
2379,,-1,,,21,1262,f,t,t,t,6,f,,,0,0,0
256,,-1,,,3,187,f,t,t,t,6,f,,,0,0,0
257,,-1,,,3,3,f,t,t,t,6,f,,,0,0,0
258,,-1,,,3,187,f,t,t,t,6,f,,,0,0,0
259,,-1,,,3,19,f,t,t,t,6,f,,,0,0,0
2390,,-1,,,30,2,f,t,t,t,6,f,,,0,0,0
260,,-1,,,3,188,f,t,t,t,6,f,,,0,0,0
261,,-1,,,13,18,f,t,t,t,6,f,,,0,0,0
262,,-1,,,13,158,f,t,t,t,6,f,,,0,0,0
263,,-1,,,5,17,f,t,t,t,6,f,,,0,0,0
264,,-1,,,3,191,f,t,t,t,6,f,,,0,0,0
265,,-1,,,5,17,f,t,t,t,6,f,,,0,0,0
266,,-1,,,3,192,f,t,t,t,6,f,,,0,0,0
267,,-1,,,4,48,f,t,t,t,6,f,,,0,0,0
1741,,-1,,,21,1179,f,t,t,t,6,f,,,0,0,0
269,,-1,,,4,48,f,t,t,t,6,f,,,0,0,0
271,,-1,,,4,8,f,t,t,t,6,f,,,0,0,0
272,,-1,,,14,2,f,t,t,t,6,f,,,0,0,0
273,,-1,,,14,2,f,t,t,t,6,f,,,0,0,0
274,,-1,,,14,2,f,t,t,t,6,f,,,0,0,0
275,,-1,,,14,2,f,t,t,t,6,f,,,0,0,0
276,,-1,,,14,22,f,t,t,t,6,f,,,0,0,0
277,,-1,,,2,22,f,t,t,t,6,f,,,0,0,0
278,,-1,,,14,194,f,t,t,t,6,f,,,0,0,0
279,,-1,,,14,194,f,t,t,t,6,f,,,0,0,0
280,,-1,,,15,2,f,t,t,t,6,f,,,0,0,0
281,,-1,,,14,8,f,t,t,t,6,f,,,0,0,0
283,,-1,,,15,8,f,t,t,t,6,f,,,0,0,0
284,,-1,,,15,8,f,t,t,t,6,f,,,0,0,0
285,,-1,,,15,2,f,t,t,t,6,f,,,0,0,0
286,,-1,,,15,8,f,t,t,t,6,f,,,0,0,0
287,,-1,,,15,22,f,t,t,t,6,f,,,0,0,0
288,,-1,,,12,22,f,t,t,t,6,f,,,0,0,0
289,,-1,,,12,22,f,t,t,t,6,f,,,0,0,0
290,,-1,,,4,198,f,t,t,t,6,f,,,0,0,0
291,,-1,,,15,8,f,t,t,t,6,f,,,0,0,0
292,,-1,,,4,164,f,t,t,t,6,f,,,0,0,0
1978,,-1,,,4,1329,f,t,t,t,6,f,,,0,0,0
1986,,-1,,,13,137,f,t,t,t,6,f,,,0,0,0
1996,,-1,,,4,1337,f,t,t,t,6,f,,,0,0,0
1942,,-1,,,5,137,f,t,t,t,6,f,,,0,0,0
1850,,-1,,,21,1233,f,t,t,t,6,f,,,0,0,0
1866,,-1,,,5,1266,f,t,t,t,6,f,,,0,0,0
401,,-1,,,15,312,f,t,t,t,6,f,,,0,0,0
1912,,-1,,,5,250,f,t,t,t,6,f,,,0,0,0
1930,,-1,,,15,1298,f,t,t,t,6,f,,,0,0,0
1955,,-1,,,18,137,f,t,t,t,6,f,,,0,0,0
1629,,-1,,,12,137,f,t,t,t,6,f,,,0,0,0
2158,,-1,,,4,2,f,t,t,t,6,f,,,0,0,0
451,sub_1Joym0JMuPhqEMcilYJqwW9Y,-1,2021-12-26 17:09:40-06,2021-10-26 18:09:40-05,5,379,f,t,t,t,7,f,2021-11-26 19:09:40-06,,2999,540,30
4194,,-1,,,131,2435,f,t,t,t,6,f,,,0,0,0
2284,,-1,,,4,1493,f,t,t,t,6,f,,,0,0,0
4212,,-1,,,131,2453,f,t,t,t,6,f,,,0,0,0
304,,-1,,,15,2,f,t,t,t,6,f,,,0,0,0
305,,-1,,,15,2,f,t,t,t,6,f,,,0,0,0
1931,,-1,,,5,1296,f,t,t,t,6,f,,,0,0,0
1666,,-1,,,21,1142,f,t,t,t,6,f,,,0,0,0
1684,,-1,,,4,1153,f,t,t,t,6,f,,,0,0,0
308,,-1,,,15,215,f,t,t,t,6,f,,,0,0,0
309,,-1,,,15,216,f,t,t,t,6,f,,,0,0,0
2207,,-1,,,22,3,f,t,t,t,6,f,,,0,0,0
2233,,-1,,,4,177,f,t,t,t,6,f,,,0,0,0
312,,-1,,,15,194,f,t,t,t,6,f,,,0,0,0
313,,-1,,,15,194,f,t,t,t,6,f,,,0,0,0
314,,-1,,,15,194,f,t,t,t,6,f,,,0,0,0
315,,-1,,,15,194,f,t,t,t,6,f,,,0,0,0
316,,-1,,,15,194,f,t,t,t,6,f,,,0,0,0
317,,-1,,,15,194,f,t,t,t,6,f,,,0,0,0
318,,-1,,,15,194,f,t,t,t,6,f,,,0,0,0
319,,-1,,,4,223,f,t,t,t,6,f,,,0,0,0
320,,-1,,,4,170,f,t,t,t,6,f,,,0,0,0
321,,-1,,,4,223,f,t,t,t,6,f,,,0,0,0
322,,-1,,,4,224,f,t,t,t,6,f,,,0,0,0
323,,-1,,,4,226,f,t,t,t,6,f,,,0,0,0
324,,-1,,,15,201,f,t,t,t,6,f,,,0,0,0
325,,-1,,,3,232,f,t,t,t,6,f,,,0,0,0
326,,-1,,,3,232,f,t,t,t,6,f,,,0,0,0
327,,-1,,,4,233,f,t,t,t,6,f,,,0,0,0
328,,-1,,,15,238,f,t,t,t,6,f,,,0,0,0
329,,-1,,,15,238,f,t,t,t,6,f,,,0,0,0
330,,-1,,,15,238,f,t,t,t,6,f,,,0,0,0
1943,,-1,,,22,137,f,t,t,t,6,f,,,0,0,0
332,,-1,,,4,241,f,t,t,t,6,f,,,0,0,0
333,,-1,,,15,242,f,t,t,t,6,f,,,0,0,0
334,,-1,,,4,243,f,t,t,t,6,f,,,0,0,0
335,,-1,,,4,243,f,t,t,t,6,f,,,0,0,0
336,,-1,,,15,244,f,t,t,t,6,f,,,0,0,0
337,,-1,,,3,2,f,t,t,t,6,f,,,0,0,0
338,,-1,,,15,194,f,t,t,t,6,f,,,0,0,0
339,,-1,,,15,194,f,t,t,t,6,f,,,0,0,0
340,,-1,,,4,2,f,t,t,t,6,f,,,0,0,0
341,,-1,,,4,146,f,t,t,t,6,f,,,0,0,0
342,,-1,,,15,50,f,t,t,t,6,f,,,0,0,0
343,,-1,,,5,17,f,t,t,t,6,f,,,0,0,0
344,,-1,,,5,17,f,t,t,t,6,f,,,0,0,0
345,,-1,,,5,17,f,t,t,t,6,f,,,0,0,0
346,,-1,,,5,17,f,t,t,t,6,f,,,0,0,0
347,,-1,,,5,17,f,t,t,t,6,f,,,0,0,0
348,,-1,,,5,250,f,t,t,t,6,f,,,0,0,0
349,,-1,,,5,254,f,t,t,t,6,f,,,0,0,0
350,,-1,,,5,255,f,t,t,t,6,f,,,0,0,0
351,,-1,,,5,8,f,t,t,t,6,f,,,0,0,0
2264,,-1,,,3,1322,f,t,t,t,6,f,,,0,0,0
1832,sub_1Jwka2JMuPhqEMciZDzoUMw1,-1,2022-01-24 03:37:25-06,,21,1243,t,f,t,f,7,t,2021-11-24 05:37:25-06,,0,0,31
2321,,-1,,,27,1518,f,t,t,t,6,f,,,0,0,0
353,,-1,,,5,8,f,t,t,t,6,f,,,0,0,0
354,,-1,,,5,17,f,t,t,t,6,f,,,0,0,0
355,,-1,,,5,17,f,t,t,t,6,f,,,0,0,0
1722,sub_1JwJwiJMuPhqEMcibeuxWNT9,-1,2021-12-18 23:11:04-06,,5,1054,f,t,t,t,7,t,2021-11-19 01:11:04-06,,0,0,30
357,,-1,,,5,17,f,t,t,t,6,f,,,0,0,0
1817,,-1,,,15,1236,f,t,t,t,6,f,,,0,0,0
2303,,-1,,,4,531,f,t,t,t,6,f,,,0,0,0
359,,-1,,,5,264,f,t,t,t,6,f,,,0,0,0
360,,-1,,,5,266,f,t,t,t,6,f,,,0,0,0
376,,-1,,,5,17,f,t,t,t,6,f,,,0,0,0
1742,,-1,,,21,1181,f,t,t,t,6,f,,,0,0,0
362,,-1,,,5,269,f,t,t,t,6,f,,,0,0,0
